,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition
946,60,RL,75.0,10125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,5,2000,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,2,PConc,4,3,1,5,445.0,4,250.0,412.0,1107.0,GasA,4,Y,SBrkr,1040,1012,0,2052,0.0,0.0,2,1,3,1,3,7,7,1,3,BuiltIn,2000.0,3,3.0,642.0,3,3,2,210,91,0,0,0,0,0,0,None,0,5,2009,WD ,Normal
2021,70,RM,47.0,7755,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1918,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,3,3,1,1,0.0,1,0.0,1100.0,1100.0,GasA,4,Y,FuseA,1100,1164,0,2264,0.0,0.0,2,1,4,1,2,8,7,0,0,Detchd,1950.0,1,1.0,408.0,3,3,2,0,152,0,0,0,0,0,3,None,0,5,2007,WD ,Normal
1629,60,RL,64.0,7655,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,903.0,903.0,GasA,3,Y,SBrkr,910,732,0,1642,0.0,0.0,2,1,3,1,2,7,7,1,3,Attchd,1993.0,2,2.0,392.0,3,3,2,290,84,0,0,0,0,0,0,None,0,7,2007,WD ,Normal
117,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,VinylSd,VinylSd,BrkFace,172.0,2,2,CBlock,3,3,1,3,698.0,1,0.0,534.0,1232.0,GasA,2,Y,SBrkr,1232,0,0,1232,1.0,0.0,1,1,3,1,2,6,7,0,0,Attchd,1966.0,2,2.0,490.0,3,3,2,0,224,0,0,0,0,0,0,None,0,4,2010,WD ,Normal
645,20,RL,60.0,10434,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1005.0,1005.0,GasA,2,Y,SBrkr,1005,0,0,1005,0.0,0.0,1,0,2,1,1,5,7,1,3,Detchd,1977.0,1,2.0,672.0,2,2,2,0,0,0,0,0,0,0,0,None,0,11,2009,WD ,Normal
1870,90,RL,80.0,11500,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Feedr,RRAn,Duplex,1Story,5,6,1976,1976,Gable,CompShg,VinylSd,VinylSd,BrkFace,164.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1680.0,1680.0,GasA,1,Y,SBrkr,1680,0,0,1680,0.0,0.0,2,0,4,2,2,8,7,0,0,Detchd,1976.0,1,2.0,528.0,3,3,2,0,0,0,0,0,0,0,0,None,0,6,2007,WD ,Normal
3,20,RL,93.0,11160,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,2,CBlock,3,3,1,5,1065.0,1,0.0,1045.0,2110.0,GasA,4,Y,SBrkr,2110,0,0,2110,1.0,0.0,2,1,3,1,4,8,7,2,3,Attchd,1968.0,3,2.0,522.0,3,3,2,0,0,0,0,0,0,0,0,None,0,4,2010,WD ,Normal
74,60,RL,67.0,8880,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,695.0,1,0.0,253.0,948.0,GasA,4,Y,SBrkr,1222,888,0,2110,1.0,0.0,2,1,3,1,3,8,7,2,2,Attchd,1994.0,2,2.0,463.0,3,3,2,0,130,0,0,0,0,0,0,None,0,5,2010,WD ,Normal
1755,60,RL,62.0,7917,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,953.0,953.0,GasA,4,Y,SBrkr,953,694,0,1647,0.0,0.0,2,1,3,1,2,7,7,1,3,Attchd,1999.0,2,2.0,460.0,3,3,2,0,40,0,0,0,0,0,0,None,0,8,2007,WD ,Normal
467,60,RL,122.0,11911,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,1,0.0,1,0.0,684.0,684.0,GasA,4,Y,SBrkr,684,876,0,1560,0.0,0.0,2,1,3,1,3,6,7,1,4,BuiltIn,2005.0,3,2.0,400.0,3,3,2,100,38,0,0,0,0,0,0,None,0,3,2009,WD ,Normal
5,60,RL,78.0,9978,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,20.0,2,2,PConc,3,3,1,6,602.0,1,0.0,324.0,926.0,GasA,4,Y,SBrkr,926,678,0,1604,0.0,0.0,2,1,3,1,3,7,7,1,4,Attchd,1998.0,3,2.0,470.0,3,3,2,360,36,0,0,0,0,0,0,None,0,6,2010,WD ,Normal
1246,20,RL,102.0,9373,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,84.0,2,2,CBlock,3,3,1,3,500.0,2,196.0,456.0,1152.0,GasA,2,Y,SBrkr,1152,0,0,1152,0.0,0.0,1,1,3,1,2,6,7,0,0,Detchd,1971.0,1,2.0,636.0,3,3,2,0,0,0,0,0,0,0,0,None,0,5,2008,WD ,Normal
919,50,RL,60.0,13680,Pave,None,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,5,728.0,1,0.0,112.0,840.0,GasA,4,Y,SBrkr,840,727,0,1567,1.0,0.0,1,1,2,1,2,6,5,2,3,Detchd,1961.0,1,2.0,440.0,3,3,2,0,21,150,0,0,0,0,4,None,0,2,2009,WD ,Normal
228,60,RL,80.0,14000,Pave,None,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,PConc,5,3,4,6,1201.0,1,0.0,105.0,1306.0,GasA,4,Y,SBrkr,1306,954,0,2260,1.0,0.0,2,1,3,1,3,7,7,0,0,Attchd,1996.0,2,2.0,533.0,3,3,2,296,44,0,0,0,0,0,0,None,0,4,2010,WD ,Normal
1063,20,RL,106.0,12720,Pave,None,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,MetalSd,MetalSd,Stone,680.0,4,2,PConc,5,3,4,6,2257.0,1,0.0,278.0,2535.0,GasA,4,Y,SBrkr,2470,0,0,2470,2.0,0.0,1,1,1,1,4,7,7,2,4,Attchd,2003.0,3,3.0,789.0,3,3,2,154,65,0,0,216,144,4,0,None,0,2,2008,WD ,Normal
242,20,RL,65.0,11200,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,1,CBlock,3,3,2,1,0.0,1,0.0,1250.0,1250.0,GasA,4,Y,SBrkr,1298,0,0,1298,0.0,0.0,2,0,3,1,2,5,7,0,0,Detchd,1964.0,1,2.0,504.0,3,2,0,0,144,0,0,0,0,0,0,None,0,6,2010,COD,Normal
2222,20,RL,70.0,21000,Pave,None,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,2,3,CBlock,4,3,2,5,35.0,3,869.0,905.0,1809.0,GasA,2,Y,SBrkr,2259,0,0,2259,1.0,0.0,2,0,3,1,3,7,7,2,4,Basment,1953.0,1,2.0,450.0,3,3,2,166,120,192,0,0,0,0,3,None,0,10,2007,COD,Abnorml
1160,160,FV,35.0,4017,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,625.0,625.0,GasA,4,Y,SBrkr,625,625,0,1250,0.0,0.0,2,1,2,1,3,5,7,0,0,Detchd,2006.0,3,2.0,625.0,3,3,2,0,54,0,0,0,0,0,0,None,0,3,2008,WD ,Normal
2453,60,RL,89.0,12585,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,420.0,3,2,PConc,4,3,1,2,247.0,6,1039.0,0.0,1286.0,GasA,4,Y,SBrkr,1565,1234,0,2799,1.0,0.0,2,1,3,1,3,8,7,1,3,Attchd,1993.0,3,3.0,704.0,3,3,2,432,136,0,0,0,0,0,0,None,0,10,2006,WD ,Normal
1526,50,RL,63.0,15564,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,2,2,BrkTil,4,3,1,1,0.0,1,0.0,676.0,676.0,GasA,4,Y,SBrkr,676,588,0,1264,0.0,0.0,1,0,3,1,2,6,7,0,0,Detchd,1994.0,1,2.0,400.0,3,3,2,424,0,0,0,0,0,0,0,Shed,400,1,2008,WD ,Normal
1605,20,RL,60.0,6600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,PConc,3,4,1,6,816.0,1,0.0,0.0,816.0,GasA,4,Y,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1985.0,3,2.0,816.0,3,3,2,0,0,0,0,0,0,0,0,None,0,6,2008,WD ,Normal
2721,20,RL,102.0,17920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,2,2,CBlock,3,3,2,5,306.0,3,1085.0,372.0,1763.0,GasA,2,Y,SBrkr,1779,0,0,1779,1.0,0.0,1,1,3,1,2,6,7,1,4,Attchd,1955.0,1,2.0,454.0,3,3,2,0,418,0,0,312,0,0,0,None,0,7,2006,WD ,Abnorml
2270,20,RL,82.0,7777,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,203.0,3,2,PConc,5,3,1,1,0.0,1,0.0,1491.0,1491.0,GasA,4,Y,SBrkr,1491,0,0,1491,0.0,0.0,2,0,3,1,2,7,7,1,3,Attchd,1996.0,3,2.0,571.0,3,3,2,0,35,0,0,0,0,0,0,None,0,11,2007,WD ,Normal
2483,20,RH,67.0,8900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,3,1056.0,1,0.0,0.0,1056.0,GasA,2,Y,SBrkr,1056,0,0,1056,1.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1966.0,1,1.0,384.0,3,3,2,0,42,0,0,0,0,0,3,None,0,11,2006,WD ,Normal
1989,70,RM,60.0,10337,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1910,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,725.0,725.0,GasA,4,N,SBrkr,909,863,0,1772,0.0,0.0,2,1,3,1,3,7,7,0,0,Detchd,1992.0,1,2.0,816.0,3,3,2,0,0,0,0,0,0,0,3,None,0,5,2007,WD ,Normal
2295,60,RL,68.0,8286,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,PConc,4,3,1,3,531.0,1,0.0,185.0,716.0,GasA,4,Y,SBrkr,716,716,0,1432,1.0,0.0,1,1,3,1,2,6,7,1,4,Attchd,1977.0,3,2.0,531.0,3,3,2,0,136,0,0,240,0,0,4,None,0,6,2007,WD ,Normal
1975,50,RM,50.0,6000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,3,1,3,276.0,1,0.0,569.0,845.0,GasA,2,Y,SBrkr,866,430,0,1296,0.0,0.0,1,0,3,1,2,6,7,0,0,Detchd,1980.0,1,2.0,576.0,3,3,2,0,0,175,0,0,0,0,0,None,0,7,2007,WD ,Normal
1761,60,RL,100.0,12191,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,515.0,3,2,PConc,4,3,3,6,1181.0,1,0.0,598.0,1779.0,GasA,4,Y,SBrkr,1779,772,0,2551,1.0,0.0,2,1,4,1,3,8,7,2,3,Attchd,1998.0,3,3.0,925.0,3,3,2,76,61,0,0,0,0,0,0,None,0,6,2007,WD ,Normal
1305,20,RM,103.0,12205,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,1,1949,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,2,2,1,1,0.0,1,0.0,448.0,448.0,GasA,3,Y,SBrkr,1588,0,0,1588,0.0,0.0,2,0,5,1,2,6,2,0,0,None,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,None,0,12,2008,WD ,Abnorml
1541,20,RL,70.0,14778,Pave,None,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,3,2,CBlock,3,3,1,4,728.0,1,0.0,568.0,1296.0,GasA,4,Y,SBrkr,1640,0,0,1640,1.0,0.0,1,0,3,1,3,7,7,1,4,Detchd,1993.0,1,2.0,924.0,3,3,2,108,0,0,216,0,0,0,0,None,0,11,2008,WD ,Normal
622,90,RL,65.0,8944,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1967,1967,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1584.0,1584.0,GasA,2,Y,SBrkr,1584,0,0,1584,0.0,0.0,2,0,4,2,2,8,4,0,0,Detchd,1967.0,1,3.0,792.0,3,3,2,0,152,0,0,0,0,0,0,None,0,4,2009,WD ,Normal
2256,120,RM,70.0,9763,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239.0,3,2,PConc,4,3,1,6,1102.0,5,72.0,328.0,1502.0,GasA,4,Y,SBrkr,1502,0,0,1502,1.0,0.0,1,1,1,1,3,5,7,1,3,Attchd,1998.0,3,1.0,286.0,3,3,2,0,0,0,0,0,0,0,0,None,0,9,2007,WD ,Normal
1493,60,RL,60.0,6931,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,3,2,PConc,4,3,1,1,0.0,1,0.0,746.0,746.0,GasA,4,Y,SBrkr,760,896,0,1656,0.0,0.0,2,1,3,1,3,7,7,1,4,BuiltIn,2003.0,3,2.0,397.0,3,3,2,178,128,0,0,0,0,0,0,None,0,7,2008,WD ,Normal
110,20,RL,80.0,10456,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120.0,2,2,CBlock,3,3,1,6,506.0,1,0.0,1323.0,1829.0,GasA,3,Y,SBrkr,1829,0,0,1829,1.0,0.0,2,0,4,1,2,8,7,0,0,Attchd,1967.0,2,2.0,535.0,3,3,2,0,76,0,0,0,0,0,0,None,0,5,2010,WD ,Normal
1169,120,FV,42.0,4385,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,3,3,6,964.0,1,0.0,455.0,1419.0,GasA,4,Y,SBrkr,1419,0,0,1419,1.0,0.0,1,1,2,1,4,5,7,1,3,Attchd,2001.0,3,2.0,588.0,3,3,2,155,58,0,0,0,0,0,0,None,0,9,2008,WD ,Normal
232,40,RL,80.5,23595,Pave,None,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,None,0.0,3,2,PConc,4,3,4,6,1258.0,1,0.0,74.0,1332.0,GasA,2,Y,SBrkr,1332,192,0,1524,2.0,0.0,0,1,0,1,3,4,7,1,3,Attchd,1979.0,3,2.0,586.0,3,3,2,268,0,0,0,0,0,0,0,None,0,4,2010,WD ,Normal
66,20,RL,73.0,8987,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,3,2,PConc,4,3,0,1,0.0,1,0.0,1595.0,1595.0,GasA,4,Y,SBrkr,1595,0,0,1595,0.0,0.0,2,0,2,1,3,6,7,1,4,Attchd,2005.0,2,3.0,880.0,3,3,2,144,0,0,0,0,0,0,0,None,0,5,2010,WD ,Normal
2644,190,RM,56.0,7745,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,3,3,1,1,0.0,1,0.0,938.0,938.0,GasA,3,N,SBrkr,1084,867,0,1951,0.0,0.0,2,0,4,2,1,9,7,0,0,Detchd,1993.0,1,2.0,576.0,3,3,1,0,6,28,0,0,0,0,0,None,0,4,2006,WD ,Normal
2072,20,RL,80.5,11075,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1984,1984,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,136.0,2,2,PConc,4,3,1,4,299.0,2,891.0,0.0,1190.0,GasA,4,Y,SBrkr,1522,0,0,1522,0.0,0.0,2,0,3,1,2,7,7,1,3,Attchd,1984.0,3,2.0,552.0,3,3,2,0,77,0,0,168,0,0,4,None,0,2,2007,WD ,Normal
536,60,RL,96.0,10628,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,4,1,0.0,1,0.0,835.0,835.0,GasA,4,Y,SBrkr,871,941,0,1812,0.0,0.0,2,1,3,1,3,8,7,0,0,BuiltIn,2004.0,2,2.0,478.0,3,3,2,146,91,0,0,0,0,0,0,None,0,1,2009,WD ,Normal
125,90,RL,98.0,13260,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,6,1962,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,144.0,2,2,CBlock,3,3,1,4,1500.0,1,0.0,228.0,1728.0,GasA,2,Y,SBrkr,1728,0,0,1728,2.0,0.0,2,0,6,2,2,10,7,0,0,None,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,None,0,1,2010,Oth,Abnorml
2133,60,RL,72.0,11317,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,3,2,PConc,4,3,1,1,0.0,1,0.0,840.0,840.0,GasA,4,Y,SBrkr,840,828,0,1668,0.0,0.0,2,1,3,1,3,8,7,0,0,Attchd,2003.0,2,2.0,500.0,3,3,2,144,68,0,0,0,0,0,0,None,0,9,2007,WD ,Normal
1254,20,RL,60.0,10122,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,N,SBrkr,869,0,0,869,0.0,0.0,1,0,1,1,2,3,7,0,0,Detchd,1948.0,1,1.0,390.0,2,3,0,0,0,66,0,0,0,0,4,None,0,8,2008,WD ,Normal
2424,120,RM,43.0,3072,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,3,2,PConc,4,3,1,6,1059.0,1,0.0,306.0,1365.0,GasA,4,Y,SBrkr,1548,0,0,1548,1.0,0.0,2,0,2,1,3,7,7,1,3,Attchd,2004.0,3,2.0,388.0,3,3,2,143,20,0,0,0,0,0,0,None,0,9,2006,WD ,Normal
1976,30,RM,56.0,4480,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1922,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,2,PConc,2,2,1,2,782.0,1,0.0,240.0,1022.0,GasA,2,N,FuseF,1022,0,0,1022,1.0,0.0,1,0,2,1,1,4,7,1,4,Detchd,1922.0,1,1.0,184.0,3,2,0,0,122,20,0,0,0,0,3,None,0,2,2007,WD ,Normal
2402,60,RL,92.0,13215,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,3,2,PConc,4,3,1,6,994.0,1,0.0,426.0,1420.0,GasA,4,Y,SBrkr,1426,488,0,1914,1.0,0.0,2,1,3,1,3,9,7,1,3,BuiltIn,2004.0,2,3.0,746.0,3,3,2,168,127,0,0,0,0,0,0,None,0,2,2006,WD ,Normal
2269,20,RL,80.0,11305,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,886.0,3,2,PConc,4,3,3,6,1329.0,1,0.0,593.0,1922.0,GasA,4,Y,SBrkr,1922,0,0,1922,1.0,0.0,2,0,2,1,3,6,7,1,5,Attchd,2002.0,3,3.0,692.0,3,3,2,201,64,0,0,0,0,0,0,None,0,4,2007,WD ,Normal
2075,20,RL,65.0,22692,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,3,587.0,1,0.0,486.0,1073.0,GasA,2,Y,SBrkr,1630,0,0,1630,0.0,0.0,2,0,3,1,2,6,4,1,3,Detchd,1953.0,1,2.0,649.0,3,3,1,0,64,0,0,0,0,0,0,None,0,3,2007,COD,Normal
484,60,RL,64.0,12891,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,3,1,6,651.0,1,0.0,219.0,870.0,GasA,4,Y,SBrkr,878,1126,0,2004,1.0,0.0,2,1,4,1,3,8,7,1,4,BuiltIn,2002.0,3,3.0,644.0,3,3,2,0,48,0,0,0,0,0,0,None,0,7,2009,WD ,Normal
1654,20,RL,80.0,10400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,2,2,CBlock,4,3,1,6,903.0,1,0.0,356.0,1259.0,GasA,4,Y,SBrkr,1353,0,0,1353,1.0,0.0,2,0,2,1,2,5,7,1,3,Attchd,1979.0,2,2.0,478.0,3,3,2,240,141,0,0,0,0,0,0,None,0,8,2007,WD ,Normal
2866,70,RL,70.0,14210,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1930,1959,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,3,3,1,1,0.0,1,0.0,697.0,697.0,GasA,4,Y,SBrkr,1104,697,0,1801,0.0,0.0,1,1,3,1,2,8,7,1,4,Attchd,1930.0,1,2.0,365.0,2,3,2,0,90,0,0,0,0,0,3,None,0,11,2006,WD ,Normal
2209,90,RH,82.0,7136,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,6,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,423.0,2,2,CBlock,4,3,1,3,484.0,1,0.0,495.0,979.0,GasA,2,N,FuseF,979,979,0,1958,0.0,0.0,2,0,4,2,2,8,7,0,0,Attchd,1946.0,1,2.0,492.0,3,3,2,0,0,0,0,0,0,0,0,None,0,8,2007,WD ,Normal
2348,60,RL,81.0,10530,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,68.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,945.0,945.0,GasA,2,Y,SBrkr,945,912,0,1857,0.0,0.0,2,1,4,1,2,8,7,1,3,Attchd,1978.0,2,2.0,482.0,3,3,2,400,105,0,0,0,0,0,4,None,0,7,2006,WD ,Normal
